text,shares,likes,comments,label
Sample news article content 3802. This is synthetic text for training.,4284,3192,916,REAL
Sample news article content 3803. This is synthetic text for training.,3185,6116,686,REAL
Sample news article content 3804. This is synthetic text for training.,501,3759,541,REAL
Sample news article content 3805. This is synthetic text for training.,2132,3029,1078,REAL
Sample news article content 3806. This is synthetic text for training.,48,9552,360,REAL
Sample news article content 3807. This is synthetic text for training.,3566,5095,707,REAL
Sample news article content 3808. This is synthetic text for training.,3055,63,1476,FAKE
Sample news article content 3809. This is synthetic text for training.,688,1345,1576,REAL
Sample news article content 3810. This is synthetic text for training.,386,974,684,REAL
Sample news article content 3811. This is synthetic text for training.,969,4161,329,FAKE
Sample news article content 3812. This is synthetic text for training.,3460,5962,218,REAL
Sample news article content 3813. This is synthetic text for training.,1005,9814,207,FAKE
Sample news article content 3814. This is synthetic text for training.,3052,8649,1693,FAKE
Sample news article content 3815. This is synthetic text for training.,3417,6596,844,REAL
Sample news article content 3816. This is synthetic text for training.,2302,3330,1763,FAKE
Sample news article content 3817. This is synthetic text for training.,2283,1740,84,REAL
Sample news article content 3818. This is synthetic text for training.,1607,6055,684,FAKE
Sample news article content 3819. This is synthetic text for training.,4366,6321,244,FAKE
Sample news article content 3820. This is synthetic text for training.,122,1954,871,FAKE
Sample news article content 3821. This is synthetic text for training.,1280,279,1022,REAL
Sample news article content 3822. This is synthetic text for training.,3727,2391,1708,REAL
Sample news article content 3823. This is synthetic text for training.,258,9232,1358,FAKE
Sample news article content 3824. This is synthetic text for training.,947,6439,1235,FAKE
Sample news article content 3825. This is synthetic text for training.,4958,961,595,REAL
Sample news article content 3826. This is synthetic text for training.,524,6827,684,REAL
Sample news article content 3827. This is synthetic text for training.,887,1217,1206,FAKE
Sample news article content 3828. This is synthetic text for training.,207,8566,1978,FAKE
Sample news article content 3829. This is synthetic text for training.,3382,6007,1156,REAL
Sample news article content 3830. This is synthetic text for training.,2794,4130,1013,REAL
Sample news article content 3831. This is synthetic text for training.,148,1392,1013,REAL
Sample news article content 3832. This is synthetic text for training.,437,2076,1915,REAL
Sample news article content 3833. This is synthetic text for training.,2202,8966,1823,REAL
Sample news article content 3834. This is synthetic text for training.,3749,4316,1797,FAKE
Sample news article content 3835. This is synthetic text for training.,3161,6196,349,REAL
Sample news article content 3836. This is synthetic text for training.,3901,4589,281,FAKE
Sample news article content 3837. This is synthetic text for training.,4453,8142,292,REAL
Sample news article content 3838. This is synthetic text for training.,3245,6260,1292,FAKE
Sample news article content 3839. This is synthetic text for training.,4551,8471,1884,REAL
Sample news article content 3840. This is synthetic text for training.,2823,7897,1220,REAL
Sample news article content 3841. This is synthetic text for training.,4724,4841,1560,FAKE
Sample news article content 3842. This is synthetic text for training.,3270,7161,1676,FAKE
Sample news article content 3843. This is synthetic text for training.,485,9666,983,REAL
Sample news article content 3844. This is synthetic text for training.,199,1059,1758,REAL
Sample news article content 3845. This is synthetic text for training.,4466,1922,19,REAL
Sample news article content 3846. This is synthetic text for training.,1982,6101,758,REAL
Sample news article content 3847. This is synthetic text for training.,1471,4592,1863,REAL
Sample news article content 3848. This is synthetic text for training.,4343,6349,1979,FAKE
Sample news article content 3849. This is synthetic text for training.,4883,2473,1736,FAKE
Sample news article content 3850. This is synthetic text for training.,2311,8108,404,REAL
Sample news article content 3851. This is synthetic text for training.,3373,8096,1138,FAKE
Sample news article content 3852. This is synthetic text for training.,2078,6748,1918,FAKE
Sample news article content 3853. This is synthetic text for training.,1521,4549,700,FAKE
Sample news article content 3854. This is synthetic text for training.,604,594,979,REAL
Sample news article content 3855. This is synthetic text for training.,3848,5452,1998,FAKE
Sample news article content 3856. This is synthetic text for training.,3342,506,25,REAL
Sample news article content 3857. This is synthetic text for training.,1417,4889,565,FAKE
Sample news article content 3858. This is synthetic text for training.,4597,7637,1705,REAL
Sample news article content 3859. This is synthetic text for training.,3875,8212,394,FAKE
Sample news article content 3860. This is synthetic text for training.,2933,1399,1956,REAL
Sample news article content 3861. This is synthetic text for training.,548,3201,1000,REAL
Sample news article content 3862. This is synthetic text for training.,838,7854,1404,FAKE
Sample news article content 3863. This is synthetic text for training.,3815,6763,522,REAL
Sample news article content 3864. This is synthetic text for training.,847,7962,1562,REAL
Sample news article content 3865. This is synthetic text for training.,4709,5190,861,REAL
Sample news article content 3866. This is synthetic text for training.,4507,5681,1106,REAL
Sample news article content 3867. This is synthetic text for training.,4773,3678,801,REAL
Sample news article content 3868. This is synthetic text for training.,4254,336,549,REAL
Sample news article content 3869. This is synthetic text for training.,4468,1667,1468,REAL
Sample news article content 3870. This is synthetic text for training.,2272,909,86,REAL
Sample news article content 3871. This is synthetic text for training.,3320,8467,1972,FAKE
Sample news article content 3872. This is synthetic text for training.,2558,9083,832,FAKE
Sample news article content 3873. This is synthetic text for training.,4698,8204,386,REAL
Sample news article content 3874. This is synthetic text for training.,4311,5122,962,REAL
Sample news article content 3875. This is synthetic text for training.,1996,8153,667,FAKE
Sample news article content 3876. This is synthetic text for training.,3673,973,1421,FAKE
Sample news article content 3877. This is synthetic text for training.,1564,4270,1843,FAKE
Sample news article content 3878. This is synthetic text for training.,4018,1408,285,REAL
Sample news article content 3879. This is synthetic text for training.,1840,2288,697,FAKE
Sample news article content 3880. This is synthetic text for training.,3291,8738,1717,REAL
Sample news article content 3881. This is synthetic text for training.,2887,1218,964,REAL
Sample news article content 3882. This is synthetic text for training.,726,1420,368,FAKE
Sample news article content 3883. This is synthetic text for training.,1244,9646,654,REAL
Sample news article content 3884. This is synthetic text for training.,3460,3377,1445,REAL
Sample news article content 3885. This is synthetic text for training.,3718,7501,1741,REAL
Sample news article content 3886. This is synthetic text for training.,1065,4098,653,REAL
Sample news article content 3887. This is synthetic text for training.,4771,2738,696,FAKE
Sample news article content 3888. This is synthetic text for training.,282,7619,1466,FAKE
Sample news article content 3889. This is synthetic text for training.,1081,1842,1776,REAL
Sample news article content 3890. This is synthetic text for training.,3885,8938,1543,REAL
Sample news article content 3891. This is synthetic text for training.,2881,2816,1023,FAKE
Sample news article content 3892. This is synthetic text for training.,2584,9063,1607,REAL
Sample news article content 3893. This is synthetic text for training.,2970,494,914,FAKE
Sample news article content 3894. This is synthetic text for training.,1152,6560,287,REAL
Sample news article content 3895. This is synthetic text for training.,3497,5510,94,REAL
Sample news article content 3896. This is synthetic text for training.,947,3444,668,FAKE
Sample news article content 3897. This is synthetic text for training.,4760,9267,40,FAKE
Sample news article content 3898. This is synthetic text for training.,1717,7543,330,FAKE
Sample news article content 3899. This is synthetic text for training.,66,7562,1836,FAKE
Sample news article content 3900. This is synthetic text for training.,636,3994,1804,REAL
Sample news article content 3901. This is synthetic text for training.,313,7253,1178,FAKE
Sample news article content 3902. This is synthetic text for training.,3397,45,503,REAL
Sample news article content 3903. This is synthetic text for training.,564,2057,274,FAKE
Sample news article content 3904. This is synthetic text for training.,1601,663,1689,FAKE
Sample news article content 3905. This is synthetic text for training.,825,4668,1588,REAL
Sample news article content 3906. This is synthetic text for training.,3670,2029,178,FAKE
Sample news article content 3907. This is synthetic text for training.,1025,5717,1956,FAKE
Sample news article content 3908. This is synthetic text for training.,2251,2696,1775,FAKE
Sample news article content 3909. This is synthetic text for training.,4757,8831,136,FAKE
Sample news article content 3910. This is synthetic text for training.,804,2663,766,REAL
Sample news article content 3911. This is synthetic text for training.,2451,2745,987,REAL
Sample news article content 3912. This is synthetic text for training.,4631,5004,1759,FAKE
Sample news article content 3913. This is synthetic text for training.,1391,6321,1203,FAKE
Sample news article content 3914. This is synthetic text for training.,1235,5125,1205,FAKE
Sample news article content 3915. This is synthetic text for training.,4032,4948,1282,REAL
Sample news article content 3916. This is synthetic text for training.,3280,4402,242,REAL
Sample news article content 3917. This is synthetic text for training.,4723,3427,1119,REAL
Sample news article content 3918. This is synthetic text for training.,4844,5912,196,REAL
Sample news article content 3919. This is synthetic text for training.,3549,394,1927,FAKE
Sample news article content 3920. This is synthetic text for training.,4200,3597,525,FAKE
Sample news article content 3921. This is synthetic text for training.,4141,329,631,FAKE
Sample news article content 3922. This is synthetic text for training.,1354,772,1410,REAL
Sample news article content 3923. This is synthetic text for training.,1836,8135,407,FAKE
Sample news article content 3924. This is synthetic text for training.,2892,1645,1292,REAL
Sample news article content 3925. This is synthetic text for training.,2496,9924,1194,REAL
Sample news article content 3926. This is synthetic text for training.,2583,1787,1948,FAKE
Sample news article content 3927. This is synthetic text for training.,2558,9815,1607,FAKE
Sample news article content 3928. This is synthetic text for training.,3618,999,690,FAKE
Sample news article content 3929. This is synthetic text for training.,1559,1848,169,REAL
Sample news article content 3930. This is synthetic text for training.,1507,1561,158,REAL
Sample news article content 3931. This is synthetic text for training.,4071,773,1532,FAKE
Sample news article content 3932. This is synthetic text for training.,2063,7311,446,FAKE
Sample news article content 3933. This is synthetic text for training.,3642,5179,1689,REAL
Sample news article content 3934. This is synthetic text for training.,2000,1803,1937,FAKE
Sample news article content 3935. This is synthetic text for training.,1294,9290,1017,REAL
Sample news article content 3936. This is synthetic text for training.,4065,2050,1105,REAL
Sample news article content 3937. This is synthetic text for training.,2752,9790,1080,FAKE
Sample news article content 3938. This is synthetic text for training.,1753,747,1542,FAKE
Sample news article content 3939. This is synthetic text for training.,4210,8125,111,FAKE
Sample news article content 3940. This is synthetic text for training.,1603,5860,47,FAKE
Sample news article content 3941. This is synthetic text for training.,1322,3973,1615,REAL
Sample news article content 3942. This is synthetic text for training.,2441,9745,1910,REAL
Sample news article content 3943. This is synthetic text for training.,1098,1615,375,REAL
Sample news article content 3944. This is synthetic text for training.,1505,3754,827,FAKE
Sample news article content 3945. This is synthetic text for training.,1126,5506,32,REAL
Sample news article content 3946. This is synthetic text for training.,296,4221,503,FAKE
Sample news article content 3947. This is synthetic text for training.,3049,5291,626,FAKE
Sample news article content 3948. This is synthetic text for training.,2225,5854,1919,FAKE
Sample news article content 3949. This is synthetic text for training.,4354,216,1026,FAKE
Sample news article content 3950. This is synthetic text for training.,3787,1359,1509,FAKE
Sample news article content 3951. This is synthetic text for training.,2096,3774,1539,FAKE
Sample news article content 3952. This is synthetic text for training.,3609,5417,1891,REAL
Sample news article content 3953. This is synthetic text for training.,2208,4927,1795,FAKE
Sample news article content 3954. This is synthetic text for training.,175,4429,41,REAL
Sample news article content 3955. This is synthetic text for training.,2502,4606,8,REAL
Sample news article content 3956. This is synthetic text for training.,3999,4478,999,FAKE
Sample news article content 3957. This is synthetic text for training.,1667,1896,818,FAKE
Sample news article content 3958. This is synthetic text for training.,4371,7366,656,FAKE
Sample news article content 3959. This is synthetic text for training.,2545,4427,1936,REAL
Sample news article content 3960. This is synthetic text for training.,675,5361,1632,FAKE
Sample news article content 3961. This is synthetic text for training.,1823,9091,1811,REAL
Sample news article content 3962. This is synthetic text for training.,1356,641,1165,FAKE
Sample news article content 3963. This is synthetic text for training.,3072,5346,789,FAKE
Sample news article content 3964. This is synthetic text for training.,3259,4729,1459,REAL
Sample news article content 3965. This is synthetic text for training.,546,3627,1050,REAL
Sample news article content 3966. This is synthetic text for training.,2083,6594,1066,FAKE
Sample news article content 3967. This is synthetic text for training.,2040,8387,1154,REAL
Sample news article content 3968. This is synthetic text for training.,4534,3275,1239,REAL
Sample news article content 3969. This is synthetic text for training.,1752,4050,1629,REAL
Sample news article content 3970. This is synthetic text for training.,1615,4553,1543,REAL
Sample news article content 3971. This is synthetic text for training.,1849,4925,597,REAL
Sample news article content 3972. This is synthetic text for training.,2642,2304,1368,FAKE
Sample news article content 3973. This is synthetic text for training.,1600,3343,1531,FAKE
Sample news article content 3974. This is synthetic text for training.,3396,2056,1673,REAL
Sample news article content 3975. This is synthetic text for training.,4402,2808,1904,FAKE
Sample news article content 3976. This is synthetic text for training.,3605,7092,1436,FAKE
Sample news article content 3977. This is synthetic text for training.,3799,9416,935,REAL
Sample news article content 3978. This is synthetic text for training.,618,7226,1269,FAKE
Sample news article content 3979. This is synthetic text for training.,1132,886,1472,REAL
Sample news article content 3980. This is synthetic text for training.,2115,8584,1011,REAL
Sample news article content 3981. This is synthetic text for training.,2339,9867,20,FAKE
Sample news article content 3982. This is synthetic text for training.,2739,7720,998,REAL
Sample news article content 3983. This is synthetic text for training.,4276,2446,1431,REAL
Sample news article content 3984. This is synthetic text for training.,1487,3905,456,REAL
Sample news article content 3985. This is synthetic text for training.,1557,6474,1467,REAL
Sample news article content 3986. This is synthetic text for training.,2113,3591,1013,REAL
Sample news article content 3987. This is synthetic text for training.,1044,2181,1945,FAKE
Sample news article content 3988. This is synthetic text for training.,2431,5011,264,FAKE
Sample news article content 3989. This is synthetic text for training.,1582,5030,1683,REAL
Sample news article content 3990. This is synthetic text for training.,1308,354,183,REAL
Sample news article content 3991. This is synthetic text for training.,4917,2631,226,FAKE
Sample news article content 3992. This is synthetic text for training.,601,1521,1827,REAL
Sample news article content 3993. This is synthetic text for training.,1620,2672,1571,FAKE
Sample news article content 3994. This is synthetic text for training.,4880,2337,1269,REAL
Sample news article content 3995. This is synthetic text for training.,4766,6968,1096,REAL
Sample news article content 3996. This is synthetic text for training.,100,628,1173,REAL
Sample news article content 3997. This is synthetic text for training.,4271,7162,1536,REAL
Sample news article content 3998. This is synthetic text for training.,237,2679,1092,REAL
Sample news article content 3999. This is synthetic text for training.,4025,5266,968,REAL
Sample news article content 4000. This is synthetic text for training.,2918,4422,804,REAL
Sample news article content 4001. This is synthetic text for training.,2542,9630,1253,FAKE
Sample news article content 4002. This is synthetic text for training.,2003,7463,722,FAKE
Sample news article content 4003. This is synthetic text for training.,1537,9613,1095,FAKE
Sample news article content 4004. This is synthetic text for training.,754,1126,1001,REAL
Sample news article content 4005. This is synthetic text for training.,3368,1780,874,REAL
Sample news article content 4006. This is synthetic text for training.,2258,9723,1631,REAL
Sample news article content 4007. This is synthetic text for training.,3665,9424,1420,REAL
Sample news article content 4008. This is synthetic text for training.,4235,6571,83,REAL
Sample news article content 4009. This is synthetic text for training.,540,8584,739,REAL
Sample news article content 4010. This is synthetic text for training.,269,825,1322,REAL
Sample news article content 4011. This is synthetic text for training.,3460,7276,1771,FAKE
Sample news article content 4012. This is synthetic text for training.,3408,2395,1316,REAL
Sample news article content 4013. This is synthetic text for training.,505,4145,1757,FAKE
Sample news article content 4014. This is synthetic text for training.,1129,7059,1993,FAKE
Sample news article content 4015. This is synthetic text for training.,2079,5492,222,REAL
Sample news article content 4016. This is synthetic text for training.,3145,7111,792,REAL
Sample news article content 4017. This is synthetic text for training.,3242,9984,732,FAKE
Sample news article content 4018. This is synthetic text for training.,4908,6792,1239,FAKE
Sample news article content 4019. This is synthetic text for training.,361,9555,1254,REAL
Sample news article content 4020. This is synthetic text for training.,3720,3551,404,REAL
Sample news article content 4021. This is synthetic text for training.,1456,7711,1192,FAKE
Sample news article content 4022. This is synthetic text for training.,4067,3628,328,REAL
Sample news article content 4023. This is synthetic text for training.,4195,1565,425,REAL
Sample news article content 4024. This is synthetic text for training.,1681,3667,1577,REAL
Sample news article content 4025. This is synthetic text for training.,1052,6459,769,FAKE
Sample news article content 4026. This is synthetic text for training.,2509,4096,1219,FAKE
Sample news article content 4027. This is synthetic text for training.,4727,1019,1927,FAKE
Sample news article content 4028. This is synthetic text for training.,681,7928,607,REAL
Sample news article content 4029. This is synthetic text for training.,3932,9476,1852,REAL
Sample news article content 4030. This is synthetic text for training.,2129,8254,525,FAKE
Sample news article content 4031. This is synthetic text for training.,4849,5965,624,FAKE
Sample news article content 4032. This is synthetic text for training.,4016,2269,76,FAKE
Sample news article content 4033. This is synthetic text for training.,3302,8835,1300,REAL
Sample news article content 4034. This is synthetic text for training.,719,4721,919,FAKE
Sample news article content 4035. This is synthetic text for training.,74,8408,945,FAKE
Sample news article content 4036. This is synthetic text for training.,1293,195,465,REAL
Sample news article content 4037. This is synthetic text for training.,1922,3273,1964,REAL
Sample news article content 4038. This is synthetic text for training.,4157,5110,1471,REAL
Sample news article content 4039. This is synthetic text for training.,4969,7401,1343,FAKE
Sample news article content 4040. This is synthetic text for training.,319,3212,1945,REAL
Sample news article content 4041. This is synthetic text for training.,2149,2755,1183,REAL
Sample news article content 4042. This is synthetic text for training.,1452,1521,491,FAKE
Sample news article content 4043. This is synthetic text for training.,4969,5674,312,REAL
Sample news article content 4044. This is synthetic text for training.,1555,1080,1654,FAKE
Sample news article content 4045. This is synthetic text for training.,4207,5623,1972,FAKE
Sample news article content 4046. This is synthetic text for training.,3032,721,1184,REAL
Sample news article content 4047. This is synthetic text for training.,460,1562,307,REAL
Sample news article content 4048. This is synthetic text for training.,886,639,1886,REAL
Sample news article content 4049. This is synthetic text for training.,3533,4260,1169,REAL
Sample news article content 4050. This is synthetic text for training.,3936,5190,1698,REAL
Sample news article content 4051. This is synthetic text for training.,1115,3736,1419,REAL
Sample news article content 4052. This is synthetic text for training.,1075,7746,690,FAKE
Sample news article content 4053. This is synthetic text for training.,3876,89,88,FAKE
Sample news article content 4054. This is synthetic text for training.,4615,1251,734,REAL
Sample news article content 4055. This is synthetic text for training.,4907,9294,777,FAKE
Sample news article content 4056. This is synthetic text for training.,1924,4703,750,REAL
Sample news article content 4057. This is synthetic text for training.,926,348,1331,FAKE
Sample news article content 4058. This is synthetic text for training.,4652,4052,1569,FAKE
Sample news article content 4059. This is synthetic text for training.,2281,2941,370,FAKE
Sample news article content 4060. This is synthetic text for training.,1055,8437,450,REAL
Sample news article content 4061. This is synthetic text for training.,4674,271,166,FAKE
Sample news article content 4062. This is synthetic text for training.,541,2030,391,REAL
Sample news article content 4063. This is synthetic text for training.,2161,7836,1660,FAKE
Sample news article content 4064. This is synthetic text for training.,2251,9657,735,FAKE
Sample news article content 4065. This is synthetic text for training.,1052,9387,490,FAKE
Sample news article content 4066. This is synthetic text for training.,4569,7041,924,FAKE
Sample news article content 4067. This is synthetic text for training.,2744,5175,1173,FAKE
Sample news article content 4068. This is synthetic text for training.,3869,9806,1491,REAL
Sample news article content 4069. This is synthetic text for training.,4481,1126,1989,REAL
Sample news article content 4070. This is synthetic text for training.,4157,4379,1724,FAKE
Sample news article content 4071. This is synthetic text for training.,4610,8708,1066,FAKE
Sample news article content 4072. This is synthetic text for training.,4525,9493,944,FAKE
Sample news article content 4073. This is synthetic text for training.,4675,8052,28,FAKE
Sample news article content 4074. This is synthetic text for training.,1560,611,1897,REAL
Sample news article content 4075. This is synthetic text for training.,3762,749,1655,FAKE
Sample news article content 4076. This is synthetic text for training.,1164,1856,1872,REAL
Sample news article content 4077. This is synthetic text for training.,2722,8591,1054,FAKE
Sample news article content 4078. This is synthetic text for training.,2358,1526,692,REAL
Sample news article content 4079. This is synthetic text for training.,470,6229,1697,FAKE
Sample news article content 4080. This is synthetic text for training.,1416,8511,127,FAKE
Sample news article content 4081. This is synthetic text for training.,1468,8527,766,REAL
Sample news article content 4082. This is synthetic text for training.,808,2098,1317,FAKE
Sample news article content 4083. This is synthetic text for training.,171,7865,440,FAKE
Sample news article content 4084. This is synthetic text for training.,4126,173,868,FAKE
Sample news article content 4085. This is synthetic text for training.,4142,9833,1411,REAL
Sample news article content 4086. This is synthetic text for training.,4225,500,1789,FAKE
Sample news article content 4087. This is synthetic text for training.,2399,3646,1665,FAKE
Sample news article content 4088. This is synthetic text for training.,1645,6219,523,REAL
Sample news article content 4089. This is synthetic text for training.,57,2363,1570,REAL
Sample news article content 4090. This is synthetic text for training.,1129,7540,1733,REAL
Sample news article content 4091. This is synthetic text for training.,1353,1896,759,FAKE
Sample news article content 4092. This is synthetic text for training.,767,5759,109,FAKE
Sample news article content 4093. This is synthetic text for training.,3895,9910,1351,FAKE
Sample news article content 4094. This is synthetic text for training.,682,1778,1428,REAL
Sample news article content 4095. This is synthetic text for training.,3454,3057,1268,FAKE
Sample news article content 4096. This is synthetic text for training.,2008,5190,1785,FAKE
Sample news article content 4097. This is synthetic text for training.,3142,6997,1901,REAL
Sample news article content 4098. This is synthetic text for training.,1790,4747,1852,REAL
Sample news article content 4099. This is synthetic text for training.,1477,9286,162,REAL
Sample news article content 4100. This is synthetic text for training.,885,45,559,REAL
Sample news article content 4101. This is synthetic text for training.,3906,7758,398,REAL
Sample news article content 4102. This is synthetic text for training.,4492,9637,582,FAKE
Sample news article content 4103. This is synthetic text for training.,1538,7053,398,REAL
Sample news article content 4104. This is synthetic text for training.,2073,3201,1516,FAKE
Sample news article content 4105. This is synthetic text for training.,312,455,1669,FAKE
Sample news article content 4106. This is synthetic text for training.,810,9854,238,REAL
Sample news article content 4107. This is synthetic text for training.,2235,2924,1488,REAL
Sample news article content 4108. This is synthetic text for training.,2857,7798,1603,REAL
Sample news article content 4109. This is synthetic text for training.,2763,965,1813,FAKE
Sample news article content 4110. This is synthetic text for training.,2032,4964,1055,REAL
Sample news article content 4111. This is synthetic text for training.,1507,1528,1146,REAL
Sample news article content 4112. This is synthetic text for training.,4545,2976,1557,REAL
Sample news article content 4113. This is synthetic text for training.,2570,3071,1690,REAL
Sample news article content 4114. This is synthetic text for training.,1894,4869,109,REAL
Sample news article content 4115. This is synthetic text for training.,2705,6387,1294,FAKE
Sample news article content 4116. This is synthetic text for training.,596,2521,1403,FAKE
Sample news article content 4117. This is synthetic text for training.,2147,6525,299,FAKE
Sample news article content 4118. This is synthetic text for training.,615,1126,1650,REAL
Sample news article content 4119. This is synthetic text for training.,947,6632,1755,REAL
Sample news article content 4120. This is synthetic text for training.,4651,5773,1001,REAL
Sample news article content 4121. This is synthetic text for training.,4373,7716,1765,FAKE
Sample news article content 4122. This is synthetic text for training.,3764,3404,763,REAL
Sample news article content 4123. This is synthetic text for training.,2013,4492,248,REAL
Sample news article content 4124. This is synthetic text for training.,3697,2343,520,REAL
Sample news article content 4125. This is synthetic text for training.,490,106,33,FAKE
Sample news article content 4126. This is synthetic text for training.,4350,3154,227,REAL
Sample news article content 4127. This is synthetic text for training.,2428,4053,584,FAKE
Sample news article content 4128. This is synthetic text for training.,4987,4801,1422,REAL
Sample news article content 4129. This is synthetic text for training.,541,6139,957,FAKE
Sample news article content 4130. This is synthetic text for training.,1287,5580,812,FAKE
Sample news article content 4131. This is synthetic text for training.,1633,214,723,FAKE
Sample news article content 4132. This is synthetic text for training.,4920,5400,583,REAL
Sample news article content 4133. This is synthetic text for training.,2926,6875,569,REAL
Sample news article content 4134. This is synthetic text for training.,1352,4289,219,FAKE
Sample news article content 4135. This is synthetic text for training.,4376,4253,1394,FAKE
Sample news article content 4136. This is synthetic text for training.,1298,8656,786,REAL
Sample news article content 4137. This is synthetic text for training.,4868,6247,1784,REAL
Sample news article content 4138. This is synthetic text for training.,3967,6177,527,FAKE
Sample news article content 4139. This is synthetic text for training.,4423,7269,74,REAL
Sample news article content 4140. This is synthetic text for training.,2258,2372,1641,REAL
Sample news article content 4141. This is synthetic text for training.,4647,6834,135,REAL
Sample news article content 4142. This is synthetic text for training.,2073,8783,1952,REAL
Sample news article content 4143. This is synthetic text for training.,701,6617,73,FAKE
Sample news article content 4144. This is synthetic text for training.,1919,5150,253,REAL
Sample news article content 4145. This is synthetic text for training.,2460,9075,1041,REAL
Sample news article content 4146. This is synthetic text for training.,4262,8102,1954,FAKE
Sample news article content 4147. This is synthetic text for training.,4264,4158,1021,FAKE
Sample news article content 4148. This is synthetic text for training.,4324,7727,1066,REAL
Sample news article content 4149. This is synthetic text for training.,366,5206,49,REAL
Sample news article content 4150. This is synthetic text for training.,527,303,514,REAL
Sample news article content 4151. This is synthetic text for training.,4886,333,743,REAL
Sample news article content 4152. This is synthetic text for training.,3718,4506,730,FAKE
Sample news article content 4153. This is synthetic text for training.,3609,2331,570,FAKE
Sample news article content 4154. This is synthetic text for training.,3935,4561,1819,FAKE
Sample news article content 4155. This is synthetic text for training.,4619,79,1837,REAL
Sample news article content 4156. This is synthetic text for training.,2153,3763,575,REAL
Sample news article content 4157. This is synthetic text for training.,1908,5196,1605,REAL
Sample news article content 4158. This is synthetic text for training.,3012,732,1326,REAL
Sample news article content 4159. This is synthetic text for training.,4228,3976,1165,FAKE
Sample news article content 4160. This is synthetic text for training.,3022,5659,902,FAKE
Sample news article content 4161. This is synthetic text for training.,3483,1384,201,REAL
Sample news article content 4162. This is synthetic text for training.,2720,2124,206,FAKE
Sample news article content 4163. This is synthetic text for training.,1770,6652,414,REAL
Sample news article content 4164. This is synthetic text for training.,4113,5283,220,REAL
Sample news article content 4165. This is synthetic text for training.,1777,7176,1385,FAKE
Sample news article content 4166. This is synthetic text for training.,4212,9390,757,REAL
Sample news article content 4167. This is synthetic text for training.,797,6605,1104,REAL
Sample news article content 4168. This is synthetic text for training.,3215,5707,762,FAKE
Sample news article content 4169. This is synthetic text for training.,3788,2292,562,REAL
Sample news article content 4170. This is synthetic text for training.,2976,8376,1308,REAL
Sample news article content 4171. This is synthetic text for training.,3737,997,368,FAKE
Sample news article content 4172. This is synthetic text for training.,1711,4664,1515,REAL
Sample news article content 4173. This is synthetic text for training.,752,2357,1934,FAKE
Sample news article content 4174. This is synthetic text for training.,2469,5491,895,REAL
Sample news article content 4175. This is synthetic text for training.,3969,1679,1369,FAKE
Sample news article content 4176. This is synthetic text for training.,1392,5715,203,FAKE
Sample news article content 4177. This is synthetic text for training.,2605,4886,1048,FAKE
Sample news article content 4178. This is synthetic text for training.,677,7440,956,REAL
Sample news article content 4179. This is synthetic text for training.,105,6821,1576,FAKE
Sample news article content 4180. This is synthetic text for training.,3287,3527,68,FAKE
Sample news article content 4181. This is synthetic text for training.,4753,6813,515,FAKE
Sample news article content 4182. This is synthetic text for training.,1946,2745,1515,FAKE
Sample news article content 4183. This is synthetic text for training.,1095,4090,239,FAKE
Sample news article content 4184. This is synthetic text for training.,1782,6158,360,REAL
Sample news article content 4185. This is synthetic text for training.,4541,8561,1464,REAL
Sample news article content 4186. This is synthetic text for training.,3257,7471,1054,REAL
Sample news article content 4187. This is synthetic text for training.,1997,3743,1922,REAL
Sample news article content 4188. This is synthetic text for training.,4869,9895,1652,REAL
Sample news article content 4189. This is synthetic text for training.,1561,7008,706,REAL
Sample news article content 4190. This is synthetic text for training.,4006,3324,1625,REAL
Sample news article content 4191. This is synthetic text for training.,1675,8632,689,FAKE
Sample news article content 4192. This is synthetic text for training.,1122,3257,656,REAL
Sample news article content 4193. This is synthetic text for training.,3981,226,1979,FAKE
Sample news article content 4194. This is synthetic text for training.,1301,2401,1737,FAKE
Sample news article content 4195. This is synthetic text for training.,943,4718,1345,REAL
Sample news article content 4196. This is synthetic text for training.,4550,1024,343,FAKE
Sample news article content 4197. This is synthetic text for training.,945,5672,1738,FAKE
Sample news article content 4198. This is synthetic text for training.,600,7727,535,FAKE
Sample news article content 4199. This is synthetic text for training.,2700,5280,354,FAKE
Sample news article content 4200. This is synthetic text for training.,4820,870,1494,REAL
Sample news article content 4201. This is synthetic text for training.,1417,3199,927,REAL
Sample news article content 4202. This is synthetic text for training.,1524,1745,982,REAL
Sample news article content 4203. This is synthetic text for training.,3766,5270,104,REAL
Sample news article content 4204. This is synthetic text for training.,250,8635,1810,REAL
Sample news article content 4205. This is synthetic text for training.,1544,5886,1345,REAL
Sample news article content 4206. This is synthetic text for training.,78,5590,1595,REAL
Sample news article content 4207. This is synthetic text for training.,3123,7897,1906,REAL
Sample news article content 4208. This is synthetic text for training.,897,8664,961,REAL
Sample news article content 4209. This is synthetic text for training.,4876,8271,526,REAL
Sample news article content 4210. This is synthetic text for training.,225,5158,503,FAKE
Sample news article content 4211. This is synthetic text for training.,1209,8431,1108,REAL
Sample news article content 4212. This is synthetic text for training.,4898,589,930,FAKE
Sample news article content 4213. This is synthetic text for training.,4837,9552,708,FAKE
Sample news article content 4214. This is synthetic text for training.,2178,1884,234,FAKE
Sample news article content 4215. This is synthetic text for training.,2679,5399,1946,FAKE
Sample news article content 4216. This is synthetic text for training.,2885,8503,1879,REAL
